athlete,title,description,url,publish_date
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.sootoday.com/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791423,2024-05-23T01:17:51Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.baytoday.ca/national-sports/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8791423,2024-05-23T01:17:51Z
Jamie Benn,"Dallas rallying around Stars, Mavs during conference finals runs: ‘The city is buzzing’","“It’s a great time to be a sports fan here in Dallas,” Stars captain Jamie Benn said of the city’s recent athletic success.",https://www.dallasnews.com/sports/stars/2024/05/22/dallas-nba-mavericks-nhl-stars-texas-playoffs-finals-stanley-cup/,2024-05-22T22:18:50Z
Jamie Benn,"High-flying Oilers, well-balanced Stars set for Western Conference final clash",DALLAS — Pete DeBoer met with his captain shortly after arriving in Texas. The message from the Dallas Stars head coach to Jamie Benn in June 2022 was clear. And the veteran forward was fully on board.,https://www.vancouverisawesome.com/national-news/high-flying-oilers-well-balanced-stars-set-for-western-conference-final-clash-8790423,2024-05-22T22:16:44Z
Jamie Benn,Live updates: Jamie Benn scores to tie up Stars-Avalanche Game 6 in third period,The Dallas Stars take on the Colorado Avalanche in Game 6 of this second-round playoff series. Follow along for live updates.,https://www.dallasnews.com/sports/stars/2024/05/17/dallas-stars-colorado-avalanche-game-6-score-updates-results-stanley-cup-playoffs/,2024-05-18T04:10:08Z
Jamie Benn,Jamie Benn’s stellar 5-hole goal highlights wild first period in Stars-Golden Knights Game 1,Three goals in the final four minutes of the first period. Playoff hockey is back.,https://www.dallasnews.com/sports/stars/2024/04/22/jamie-benns-stellar-5-hole-goal-highlights-wild-first-period-in-stars-golden-knights-game-1/,2024-04-23T02:43:56Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.guelphtoday.com/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044107,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.elliotlaketoday.com/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044107,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.vancouverisawesome.com/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044111,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.bradfordtoday.ca/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044107,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.baytoday.ca/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044107,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller help Penguins beat Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 on Sunday night in NHL action.",https://www.sootoday.com/national-sports/nhl-roundup-nedeljkovic-eller-help-penguins-beat-islanders-3-1-8044107,2024-01-01T06:23:58Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller lift Penguins over Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 in NHL action on Sunday night.",https://www.baytoday.ca/national-sports/nhl-roundup-nedeljkovic-eller-lift-penguins-over-islanders-3-1-8044107,2024-01-01T04:32:33Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller lift Penguins over Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 in NHL action on Sunday night.",https://www.vancouverisawesome.com/national-sports/nhl-roundup-nedeljkovic-eller-lift-penguins-over-islanders-3-1-8044111,2024-01-01T04:32:33Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller lift Penguins over Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 in NHL action on Sunday night.",https://www.sootoday.com/national-sports/nhl-roundup-nedeljkovic-eller-lift-penguins-over-islanders-3-1-8044107,2024-01-01T04:32:33Z
Lars Eller,"NHL roundup: Nedeljkovic, Eller lift Penguins over Islanders 3-1","PITTSBURGH (AP) — Alex Nedeljkovic made 37 saves, Lars Eller scored twice and the Pittsburgh Penguins beat the New York Islanders 3-1 in NHL action on Sunday night.",https://www.elliotlaketoday.com/national-sports/nhl-roundup-nedeljkovic-eller-lift-penguins-over-islanders-3-1-8044107,2024-01-01T04:32:33Z
Sterling Shepard,Davon Godchaux Wife: Meet Giants’ Sterling Shepard’s Ex & 2000s Top 30 Model Chanel Iman,"Davon Godchaux marries the supermodel Chanel Iman, and the couple gets tribute from Vogue. See the photographs of their picture-perfect wedding.",https://www.essentiallysports.com/nfl-active-news-davon-godchaux-wife-meet-giants-sterling-shepards-ex-two-thousands-top-thirty-model-chanel-iman/,2024-02-28T07:17:21Z
Sterling Shepard,Giants' Sterling Shepard: Likely to be finished in NY,Giants' Sterling Shepard: Likely to be finished in NY,https://www.cbssports.com/fantasy/football/news/giants-sterling-shepard-likely-to-be-finished-in-ny/,2024-01-11T09:17:44Z
Sterling Shepard,Sterling Shepard is trying to enjoy his likely Giants ending,"He tries not to think about the finish line, fighting off the thoughts that every day is taking him one day closer to the next chapter in his life.",https://nypost.com/2023/12/21/sports/sterling-shepard-is-trying-to-enjoy-his-likely-giants-ending/,2023-12-21T23:56:07Z
Sterling Shepard,Giants see Tommy DeVito 'improving' after 'bittersweet' first start,"The last time Tommy DeVito was on the field in a game, he directed the Giants on a 14-play, 75-yard drive, finishing off with a 2-yard touchdown pass to Sterling Shepard. DeVito will start at quarterback Sunday for the second consecutive game when the Giants face the Commanders at FedEx Field.",https://nypost.com/2023/11/15/sports/giants-see-tommy-devito-improving-after-bittersweet-first-start/,2023-11-15T23:36:17Z
Sterling Shepard,"Giants' Sterling Shepard, Darius Slayton have heated exchange","The frustration of not being competitive is spilling over for the Giants, as Darius Slayton and Sterling Shepard got into a heated discussion.",https://nypost.com/2023/11/12/sports/giants-sterling-shepard-darius-slayton-have-heated-exchange/,2023-11-13T01:04:05Z
Sterling Shepard,Giants' Sterling Shepard in punt return mix vs. Jets,New York Giants wide receiver Sterling Shepard muffed his first punt return in the NFL on Sunday in the 14-7 win over the Washington Commanders.,https://nypost.com/2023/10/25/sports/giants-sterling-shepard-in-punt-return-mix-vs-jets/,2023-10-26T01:51:46Z
Sterling Shepard,Giants' Sterling Shepard grapples with limited playing time,Giants' wide receiver Sterling Shepard conceded there isn’t much else he can do.,https://www.nydailynews.com/2023/10/12/giants-sterling-shepard-limited-playing-time-brian-daboll/,2023-10-12T13:49:44Z
Sterling Shepard,Giants' Sterling Shepard eager for more playing time vs. Dolphins,"It’s possible the trio of Daniel Jones, Saquon Barkley and Sterling Shepard that goes back to 2019 will get a chance to jump start the Giants’ flailing offense Sunday at the Miami Dolphins.",https://www.nydailynews.com/2023/10/04/saquon-barkley-sterling-shepard-daniel-jones-giants-dolphins/,2023-10-04T20:21:14Z
Sterling Shepard,‘Writing on the wall’ for Sterling Shepard with curious Giants decision,"Sterling Shepard is frustrated about his shrinking role, but the longest-tenured Giants player didn't rip the franchise or play the ""poor me"" card.",https://nypost.com/2023/09/29/giants-sterling-shepard-not-pulling-poor-me-card-despite-lack-of-action/,2023-09-29T11:30:00Z
Sterling Shepard,Sterling Shepard's girlfriend says blending their family has been 'natural',"Sterling Shepard's girlfriend, Carolyn Moore, got candid about blending families with the NFL star after dating for just six months.",https://pagesix.com/2023/09/24/sterling-shepards-girlfriend-says-blending-their-family-has-been-natural/,2023-09-25T00:43:49Z
Brandin Cooks,Cowboys wide receiver Brandin Cooks has opportunity to make NFL history in 2024,"But the veteran pass catcher is not concerned about his stats, just winning",https://www.cbssports.com/nfl/news/cowboys-wide-receiver-brandin-cooks-has-opportunity-to-make-nfl-history-in-2024/,2024-07-29T16:18:30Z
Brandin Cooks,Wish Comes True for Rai Benjamin as NFL Star With Connections Helps Out in Bringing Back USA Spectacle at Olympic Trials,Rai Benjamin may get his wish of having a flyover on the ongoing US Olympic trials fulfilled because of Brandin Cooks’ help.,https://www.essentiallysports.com/us-sports-news-olympics-news-nfl-news-track-and-field-news-wish-come-true-for-rai-benjamin-as-nfl-star-with-connections-helps-out-in-bringing-back-usa-spectacle-at-olympic-trials/,2024-06-26T02:56:00Z
Brandin Cooks,Cowboys' Brandin Cooks says he is 'ready to rock' heading into second season with Dak Prescott,Cooks got going over the second half of his first season in Dallas,https://www.cbssports.com/nfl/news/cowboys-brandin-cooks-says-he-is-ready-to-rock-heading-into-second-season-with-dak-prescott/,2024-05-23T19:20:59Z
Brandin Cooks,"Dak Prescott, Brandin Cooks offer thoughts on CeeDee Lamb sitting out Cowboys OTAs","While Lamb’s teammates miss him, they understand the NFL is a business.",https://www.dallasnews.com/sports/cowboys/2024/05/22/dak-prescott-brandin-cooks-offer-thoughts-on-ceedee-lamb-sitting-out-cowboys-otas/,2024-05-22T22:31:04Z
Brandin Cooks,"With tight bond, Brandin Cooks and Stephon Gilmore are setting new standards for Cowboys","Stephon Gilmore, the soft-spoken cornerback and Brandin Cooks, the talkative wide receiver, became close friends on and off the field. Their bond is at the...",https://www.dallasnews.com/sports/cowboys/2024/01/11/with-tight-bond-brandin-cooks-and-stephon-gilmore-are-setting-new-standards-for-cowboys/,2024-01-11T12:00:00Z
Brandin Cooks,‘Mr. Consistent’ Brandin Cooks emerging at the perfect time for Cowboys,"When Brandin Cooks gets at least 20 receiving yards, the Cowboys haven't lost a game this season.",https://theathletic.com/5176349/2024/01/03/cowboys-brandin-cooks-key-receiver-playoffs/,2024-01-03T05:00:00Z
Brandin Cooks,"Fantasy football: Freiermuth, Cooks among top add/drops for Week 13",Pat Freiermuth and Brandin Cooks are among UPI senior sports writer Alex Butler's fantasy football waiver wire priorities for Week 13 of the 2023 season.,https://www.upi.com/Sports_News/Soccer/2023/11/28/fantasy-football-Week13-waiver-wire/1441701109970/,2023-11-28T10:00:00Z
Brandin Cooks,Cowboys RB Tony Pollard knows his big break will come as it did for Brandin Cooks,Tony Pollard patiently and graciously handled all of those years in Ezekiel Elliott’s immense shadow. He’s also taken great pride in his elevation as the...,https://www.dallasnews.com/sports/cowboys/2023/11/16/cowboys-rb-tony-pollard-knows-his-big-break-will-come-as-it-did-for-brandin-cooks/,2023-11-17T02:01:26Z
Brandin Cooks,Unheralded: Spotlighting three performances from Cowboys’ Week 10 win vs. Giants,DeMarcus Lawrence stays on brand in goal line defense; Brandin Cooks quickly transitions from receiver to defender.,https://www.dallasnews.com/sports/cowboys/2023/11/14/unheralded-spotlighting-three-performances-from-cowboys-week-10-win-vs-giants/,2023-11-15T02:31:41Z
Brandin Cooks,How Dak Prescott made sure the Cowboys’ meeting with the Giants didn’t become a fiasco,"The Cowboys quarterback threw for over 400 yards and got weapons like CeeDee Lamb, Brandin Cooks and Michael Gallup involved.",https://www.dallasnews.com/sports/cowboys/2023/11/12/how-dak-prescott-made-sure-cowboys-meeting-with-giants-didnt-become-a-fiasco/,2023-11-13T03:16:45Z
Anfernee Hardaway,Miami home with indoor slide lists for $7.5M,"A six-bedroom house at 6700 SW 132nd St., in the Miami suburb of Pinecrest (which has also been home to NBA stars Dwyane Wade, Lamar Odom and Anfernee “Penny” Hardaway, is now on the market for $7.49 million and comes with an indoor slide.",https://nypost.com/2022/12/07/miami-home-with-indoor-slide-lists-for-7-5m/,2022-12-07T12:40:49Z
Anfernee Hardaway,Penny Hardaway fumes after Memphis loss: ‘Stop asking me stupid f-king questions’,"Former NBA star Anfernee ""Penny"" Hardaway was a surprise hire as the head coach of the Memphis Tigers basketball team in 2018.",https://nypost.com/2022/01/21/penny-hardaway-fumes-after-memphis-loss-stop-asking-me-stupid-f-king-questions/,2022-01-21T14:30:07Z
